ag_ppm,anomaly_id,as_ppm,au_ppm,below_detection,bi_ppm,cu_ppm,easting,interval_m,lab_id,northing,pb_ppm,project_area,sample_id,sample_type,sb_ppm,zn_ppm,,,,,
1.39,An6,0.01,5,TRUE,2.87,4.08,,,,,,AN6/265,,29.4,Shamkya,,T2-TR7-032,trench,7.1,,8.8
3.08,An6,0.01,5,TRUE,5.64,7.19,,,,,,AN6/266,,35.7,Shamkya,,T2-TR7-033,trench,14.6,,3.6
0.82,An6,0.01,5,TRUE,2.46,1.8,,,,,,AN6/267,,7.5,Shamkya,,T2-TR7-034,trench,1.9,,4.2
3.53,An6,0.01,5,TRUE,4.95,7.72,,,,,,AN6/268,,84.3,Shamkya,,T2-TR7-035,trench,16.6,,3.9
2.94,An6,0.01,5,TRUE,10.8,6.74,,,,,,AN6/269,,32.5,Shamkya,,T2-TR7-036,trench,14.5,,4.3
2.02,An6,0.01,5,TRUE,6.18,8.62,,,,,,AN6/270,,28.1,Shamkya,,T2-TR7-037,trench,9.9,,2.7
0.89,An6,0.01,5,TRUE,7.22,2.78,,,,,,AN6/271,,8.2,Shamkya,,T2-TR7-038,trench,3.5,,3.7
1.9,An6,0.01,5,TRUE,6.38,2.79,,,,,,AN6/272,,36,Shamkya,,T2-TR7-039,trench,8.3,,4.4
3.84,An6,0.01,5,TRUE,11.65,5.31,,,,,,AN6/273,,32.2,Shamkya,,T2-TR7-040,trench,20.7,,3.8
2.9,An6,0.01,5,TRUE,10.4,4.46,,,,,,AN6/274,,3.5,Shamkya,,T2-TR7-041,trench,13.1,,3.5
3.11,An6,0.02,5,TRUE,11.3,4.21,,,,,,AN6/275,,21.7,Shamkya,,T2-TR7-042,trench,14.7,,2.5
2.91,An6,0.01,5,TRUE,10.15,4.13,,,,,,AN6/276,,4.3,Shamkya,,T2-TR7-043,trench,17.9,,2.8
3.41,An6,0.01,5,TRUE,11.3,4.88,,,,,,AN6/277,,11,Shamkya,,T2-TR7-044,trench,15.5,,3.5
2.6,An6,0.01,5,TRUE,11,3.77,,,,,,AN6/278,,6,Shamkya,,T2-TR7-045,trench,14.9,,3.4
3.15,An6,0.01,5,TRUE,10.4,4.39,,,,,,AN6/279,,2.9,Shamkya,,T2-TR7-046,trench,17.2,,4
3.21,An6,0.01,5,TRUE,9.12,4.25,,,,,,AN6/280,,3.6,Shamkya,,T2-TR7-047,trench,14.9,,3.5
2.53,An6,0.01,5,TRUE,11.9,4.12,,,,,,AN6/281,,1.4,Shamkya,,T2-TR7-048,trench,11.9,,4.5
2.6,An6,0.02,5,TRUE,16.4,3.68,,,,,,AN6/282,,19.2,Shamkya,,T2-TR7-049,trench,10.7,,3.6
3.84,An6,0.01,5,TRUE,10.35,6.42,,,,,,AN6/283,,1.9,Shamkya,,T2-TR5-001,trench,21.3,,4
3.69,An6,0.01,5,TRUE,9.23,4.85,,,,,,AN6/284,,2.4,Shamkya,,T2-TR5-002,trench,21.7,,2.8
3.31,An6,0.01,5,TRUE,9.14,4.29,,,,,,AN6/285,,3.6,Shamkya,,T2-TR5-003,trench,19.9,,4
2.18,An6,0.01,5,TRUE,6.86,4.79,,,,,,AN6/286,,4.4,Shamkya,,T2-TR5-004,trench,15.2,,4.5
1.31,An6,0.01,5,TRUE,0.63,5.54,,,,,,AN6/287,,11.6,Shamkya,,T2-TR5-005,trench,12.5,,6.4
0.8,An6,0.01,5,TRUE,0.37,4.78,,,,,,AN6/288,,10.6,Shamkya,,T2-TR5-006,trench,13.1,,6.7
0.29,An6,0.06,5,TRUE,0.23,4.79,,,,,,AN6/289,,5.5,Shamkya,,Duplicate of(T2-TR5-010),trench,4,,3.4
0.62,An6,0.01,5,TRUE,0.48,4.65,,,,,,AN6/290,,10.2,Shamkya,,T2-TR5-007,trench,8,,4.8
0.4,An6,0.01,5,TRUE,0.27,4.48,,,,,,AN6/291,,9.2,Shamkya,,T2-TR5-008,trench,4.5,,7.8
0.28,An6,0.06,5,TRUE,0.38,4.74,,,,,,AN6/292,,5.2,Shamkya,,T2-TR5-009,trench,5,,3.4
0.22,An6,0.04,5,TRUE,0.21,4.58,,,,,,AN6/293,,4.5,Shamkya,,T2-TR5-010,trench,3.6,,3.2
0.23,An6,0.01,5,TRUE,0.06,0.18,,,,,,AN6/294,,8.7,Shamkya,,Blank,trench,0.1,,0.25
1.19,An6,0.01,10,TRUE,0.75,7.27,,,,,,AN6/295,,12.1,Shamkya,,T2-TR5-011,trench,16,,3.1
1.34,An6,0.01,5,TRUE,0.61,7.69,,,,,,AN6/296,,16.3,Shamkya,,T2-TR5-012,trench,16.6,,4.2
1.53,An6,0.03,5,TRUE,0.73,9.37,,,,,,AN6/297,,23.1,Shamkya,,T2-TR5-013,trench,14.6,,8.2
2.84,An6,0.08,5,TRUE,0.83,7.7,,,,,,AN6/298,,66.3,Shamkya,,T2-TR5-014,trench,22.2,,7
0.99,An6,0.02,5,TRUE,0.75,7.62,,,,,,AN6/299,,10.4,Shamkya,,T2-TR5-015,trench,6.8,,7.4
1.16,An6,0.02,5,TRUE,1.52,7.07,,,,,,AN6/300,,13.4,Shamkya,,T2-TR5-016,trench,8.5,,6.7
3.88,An6,0.01,5,TRUE,4.94,5.16,,,,,,AN6/301,,23.1,Shamkya,,T2-TR5-017,trench,21.5,,4.2
3.67,An6,0.03,5,TRUE,3.24,10.1,,,,,,AN6/302,,18.6,Shamkya,,T2-TR5-018,trench,17.6,,5.9
2.78,An6,0.01,5,TRUE,6.44,4.77,,,,,,AN6/303,,10.7,Shamkya,,T2-TR5-019,trench,13.5,,4.1
1.23,An6,0.01,5,TRUE,3.19,3.47,,,,,,AN6/304,,2.8,Shamkya,,T2-TR5-020,trench,7.7,,3.9
1.85,An6,0.01,5,TRUE,1.28,8.21,,,,,,AN6/305,,11.4,Shamkya,,T2-TR5-021,trench,16.8,,5
1.67,An6,0.01,5,TRUE,1.5,3.49,,,,,,AN6/306,,10.6,Shamkya,,T2-TR5-022,trench,8.2,,3.1
0.73,An6,0.01,5,TRUE,0.71,1.23,,,,,,AN6/307,,12.5,Shamkya,,T2-TR5-023,trench,2.3,,2.6
0.73,An6,0.01,5,TRUE,0.67,1.22,,,,,,AN6/308,,12.5,Shamkya,,T2-TR5-024,trench,2.4,,3.5
1.42,An6,0.02,5,TRUE,1.63,3.87,,,,,,AN6/309,,13.7,Shamkya,,T2-TR5-025,trench,7.3,,3.6
2.89,An6,0.01,5,TRUE,13,5.13,,,,,,AN6/310,,20.7,Shamkya,,T2-TR8-001,trench,19.9,,4.4
1.83,An6,0.01,5,TRUE,8.87,3.43,,,,,,AN6/311,,12.2,Shamkya,,T2-TR8-002,trench,11.3,,2.9
2.25,An6,0.01,5,TRUE,14.9,4.12,,,,,,AN6/312,,23.6,Shamkya,,T2-TR8-003,trench,12,,3.2
2.66,An6,0.01,5,TRUE,9.86,4.63,,,,,,AN6/313,,22.4,Shamkya,,T2-TR8-004,trench,13.6,,3
3.04,An6,0.01,5,TRUE,14.2,5.03,,,,,,AN6/314,,29.1,Shamkya,,T2-TR8-005,trench,15.8,,3.2
2.98,An6,0.01,5,TRUE,13.9,5.07,,,,,,AN6/315,,43.8,Shamkya,,T2-TR8-006,trench,16,,3.3
1.18,An6,0.01,5,TRUE,6.26,2.13,,,,,,AN6/316,,22.8,Shamkya,,T2-TR8-007,trench,6.1,,5.8
0.66,An6,0.01,5,TRUE,4.56,1.2,,,,,,AN6/317,,13.1,Shamkya,,T2-TR8-008,trench,2.9,,4.7
1.55,An6,0.01,5,TRUE,15.2,2.59,,,,,,AN6/318,,22.8,Shamkya,,T2-TR8-009,trench,6.9,,2.8
1.2,An6,0.02,5,TRUE,1.52,7.32,,,,,,AN6/319,,13.2,Shamkya,,Duplicate of(T2-TR5-016),trench,8.5,,6.6
0.24,An6,0.01,5,TRUE,0.06,0.22,,,,,,AN6/320,,9.6,Shamkya,,Blank,trench,0.1,,0.25
1.3,An6,0.01,5,TRUE,6.89,2.21,,,,,,AN6/321,,46.6,Shamkya,,T2-TR8-010,trench,6.1,,2.5
0.75,An6,0.01,5,TRUE,4.4,1.39,,,,,,AN6/322,,23,Shamkya,,T2-TR8-011,trench,3.5,,2.1
1.46,An6,0.01,5,TRUE,8.25,2.02,,,,,,AN6/323,,38.5,Shamkya,,T2-TR8-012,trench,5.5,,4.3
1.79,An6,0.01,5,TRUE,11,2.91,,,,,,AN6/324,,50,Shamkya,,T2-TR8-013,trench,7.2,,3.9
1.49,An6,0.01,5,TRUE,12.6,2.62,,,,,,AN6/325,,39.6,Shamkya,,T2-TR8-014,trench,6.8,,3.8
2.13,An6,0.01,5,TRUE,6.17,3.64,,,,,,AN6/326,,80.4,Shamkya,,T2-TR8-015,trench,11.6,,3.9
2.41,An6,0.01,5,TRUE,14.55,4.05,,,,,,AN6/327,,24.9,Shamkya,,T2-TR8-016,trench,12.3,,5.2
3.02,An6,0.01,5,TRUE,9.9,5.29,,,,,,AN6/328,,26.4,Shamkya,,T2-TR8-017,trench,19.6,,7.1
2.74,An6,0.01,5,TRUE,12.6,4.16,,,,,,AN6/329,,9.8,Shamkya,,T2-TR8-018,trench,18.2,,6.8
2.68,An6,0.01,5,TRUE,8.09,4.29,,,,,,AN6/330,,11.2,Shamkya,,T2-TR8-019,trench,17.6,,4.4
3.18,An6,0.01,5,TRUE,6.4,5.84,,,,,,AN6/331,,15.3,Shamkya,,T2-TR8-020,trench,18.5,,3.8
3.52,An6,0.01,5,TRUE,12.05,6.15,,,,,,AN6/332,,15.9,Shamkya,,T2-TR8-021,trench,19,,5.2
3.68,An6,0.01,5,TRUE,6.39,7.63,,,,,,AN6/333,,29.4,Shamkya,,T2-TR8-022,trench,22.3,,7.1
3.07,An6,0.01,5,TRUE,15.25,4.84,,,,,,AN6/334,,12.3,Shamkya,,T2-TR8-023,trench,13.4,,3
0.65,An6,0.01,5,TRUE,4.35,5.98,,,,,,AN6/335,,7.7,Shamkya,,T2-TR8-024,trench,5.1,,6.3
0.23,An6,0.01,5,TRUE,0.07,0.21,,,,,,AN6/336,,8.6,Shamkya,,Blank,trench,0.1,,0.25
0.85,An6,0.01,5,TRUE,10.4,4.49,,,,,,AN6/337,,8.3,Shamkya,,T2-TR8-025,trench,4.1,,6.3
2.69,An6,0.01,5,TRUE,13.85,4.05,,,,,,AN6/338,,5.8,Shamkya,,T2-TR8-026,trench,12.9,,2.9
3.74,An6,0.01,5,TRUE,12.7,4.99,,,,,,AN6/339,,3.4,Shamkya,,T2-TR8-027,trench,17.5,,4.2
3.14,An6,0.01,5,TRUE,13.95,4.2,,,,,,AN6/340,,13.3,Shamkya,,T2-TR8-028,trench,13.1,,2.7
3.61,An6,0.01,5,TRUE,6.24,5.65,,,,,,AN6/341,,42.2,Shamkya,,T2-TR8-029,trench,11.7,,3
3.43,An6,0.01,5,TRUE,9.08,4.27,,,,,,AN6/342,,59.4,Shamkya,,T2-TR8-030,trench,12.8,,3.9
2.54,An6,0.01,5,TRUE,10.4,2.91,,,,,,AN6/343,,46.6,Shamkya,,T2-TR8-031,trench,5.9,,2.3
3.34,An6,0.01,5,TRUE,13.9,4.99,,,,,,AN6/344,,87.6,Shamkya,,T2-TR8-032,trench,13.1,,2.6
0.6,An6,0.01,5,TRUE,2.06,1.21,,,,,,AN6/345,,18.5,Shamkya,,T2-TR8-033,trench,1.7,,0.9
0.58,An6,0.01,5,TRUE,4.04,5.97,,,,,,AN6/346,,6.6,Shamkya,,Duplicate of(T2-TR8-024),trench,4.8,,6.2
0.2,An6,0.01,5,TRUE,0.06,0.3,,,,,,AN6/347,,7.7,Shamkya,,Blank,trench,0.1,,0.25
1.26,An6,0.01,5,TRUE,9.67,1.94,,,,,,AN6/348,,7.2,Shamkya,,T2-TR8-034,trench,6.5,,1.6
3.46,An6,0.01,5,TRUE,12.55,5.16,,,,,,AN6/349,,1.2,Shamkya,,T2-TR8-035,trench,25.7,,1.8
1.89,An6,0.01,5,TRUE,4.84,2.64,,,,,,AN6/350,,33.5,Shamkya,,T2-TR8-036,trench,7,,4.4
2.95,An6,0.01,5,TRUE,13,3.98,,,,,,AN6/351,,10,Shamkya,,T2-TR8-037,trench,17.4,,2.3
4.19,An6,0.01,5,TRUE,12.8,5.56,,,,,,AN6/352,,4.6,Shamkya,,T2-TR8-038,trench,19.5,,5.2
4.59,An6,0.01,5,TRUE,10.95,6.46,,,,,,AN6/353,,7.3,Shamkya,,T2-TR8-039,trench,23,,5.2
3.63,An6,0.01,5,TRUE,11.05,5.96,,,,,,AN6/354,,17.5,Shamkya,,T2-TR8-040,trench,19.8,,4
3.84,An6,0.01,5,TRUE,11,5.93,,,,,,AN6/355,,16.9,Shamkya,,T2-TR8-041,trench,20.6,,4.3
2.7,An6,0.01,5,TRUE,11.15,4.97,,,,,,AN6/356,,13.2,Shamkya,,T2-TR8-042,trench,12.7,,3.4
3.3,An6,0.01,5,TRUE,13.65,6.02,,,,,,AN6/357,,9.4,Shamkya,,T2-TR8-043,trench,15.6,,3.9
3.25,An6,0.01,5,TRUE,8.51,4.43,,,,,,AN6/358,,18.7,Shamkya,,T2-TR9-001,trench,15.8,,3.6
3.16,An6,0.01,5,TRUE,3.97,5.32,,,,,,AN6/359,,46.4,Shamkya,,T2-TR9-002,trench,14.5,,4.6
2.99,An6,0.01,10,TRUE,11.8,5.41,,,,,,AN6/360,,21.8,Shamkya,,T2-TR9-003,trench,16.5,,3.9
2.95,An6,0.01,10,TRUE,11.35,5.54,,,,,,AN6/361,,36.3,Shamkya,,T2-TR9-004,trench,13.1,,4.4
3.74,An6,0.01,10,TRUE,9.24,6.17,,,,,,AN6/362,,33.9,Shamkya,,T2-TR9-005,trench,16.4,,3.3
3.22,An6,0.01,10,TRUE,9.69,7.25,,,,,,AN6/363,,21.6,Shamkya,,T2-TR9-006,trench,14.6,,2.8
2.48,An6,0.01,10,TRUE,11.75,5.2,,,,,,AN6/364,,31.6,Shamkya,,T2-TR9-007,trench,16.1,,1.1
3.48,An6,0.01,10,TRUE,8.23,4.92,,,,,,AN6/365,,48.2,Shamkya,,T2-TR9-008,trench,14,,3.4
0.48,An6,7.53,5,TRUE,4.74,5.64,,,,,,AN6/366,,6.2,Shamkya,,Duplicate of(T2-TR9-013),trench,5.8,,2.2
2.52,An6,0.01,5,TRUE,7.2,4.24,,,,,,AN6/367,,17.9,Shamkya,,T2-TR9-009,trench,12.1,,3.2
3.85,An6,0.01,5,TRUE,14.35,6.15,,,,,,AN6/368,,11.8,Shamkya,,T2-TR9-010,trench,22.6,,4.1
4.41,An6,0.01,5,TRUE,8.5,6.68,,,,,,AN6/369,,11.5,Shamkya,,T2-TR9-011,trench,25.4,,5.6
4.06,An6,0.02,5,TRUE,11.5,6.02,,,,,,AN6/370,,15.2,Shamkya,,T2-TR9-012,trench,20.3,,3.1
0.49,An6,4.8,5,TRUE,4.12,5.39,,,,,,AN6/371,,5.8,Shamkya,,T2-TR9-013,trench,5,,1.8
0.18,An6,0.01,5,TRUE,0.06,0.23,,,,,,AN6/372,,5.7,Shamkya,,Blank,trench,0.1,,0.25
0.62,An6,0.07,5,TRUE,7.84,6.54,,,,,,AN6/373,,8.6,Shamkya,,T2-TR9-014,trench,6.5,,3.4
0.57,An6,0.02,5,TRUE,10.2,6.65,,,,,,AN6/374,,5.9,Shamkya,,T2-TR9-015,trench,7.2,,2
2.46,An6,0.04,5,TRUE,11.45,7.27,,,,,,AN6/375,,12,Shamkya,,T2-TR9-016,trench,12.5,,2.3
0.47,An6,0.02,5,TRUE,12.35,10.2,,,,,,AN6/376,,4.4,Shamkya,,T2-TR9-017,trench,5.1,,2.8
0.49,An6,0.02,5,TRUE,10.45,4.42,,,,,,AN6/377,,5.7,Shamkya,,T2-TR9-018,trench,4.1,,9.3
2.33,An6,0.01,5,TRUE,19.65,3.21,,,,,,AN6/378,,4.4,Shamkya,,T2-TR9-019,trench,12.4,,3.1
3.32,An6,0.01,5,TRUE,13,5.4,,,,,,AN6/379,,3.7,Shamkya,,T2-TR9-020,trench,18.5,,4.4
3.13,An6,0.01,5,TRUE,10.15,6.09,,,,,,AN6/380,,6.2,Shamkya,,T2-TR9-021,trench,16.9,,4
2.28,An6,0.01,5,TRUE,14.95,3.73,,,,,,AN6/381,,3.5,Shamkya,,T2-TR9-022,trench,9.6,,4.3
1.16,An6,0.01,5,TRUE,19.7,2.82,,,,,,AN6/382,,1.9,Shamkya,,T2-TR9-023,trench,6.7,,3
1.32,An6,0.01,5,TRUE,20.5,3.08,,,,,,AN6/383,,3.3,Shamkya,,T2-TR9-024,trench,8.6,,2.5
1.47,An6,0.01,5,TRUE,19.55,3.42,,,,,,AN6/384,,6.3,Shamkya,,T2-TR9-025,trench,8.4,,3.2
2.1,An6,0.01,5,TRUE,18.25,3.71,,,,,,AN6/385,,16.1,Shamkya,,T2-TR9-026,trench,7,,5
0.51,An6,0.01,5,TRUE,1.86,1.35,,,,,,AN6/386,,5.6,Shamkya,,T2-TR10-001,trench,1.4,,2.2
0.72,An6,0.02,5,TRUE,13.25,6.16,,,,,,AN6/387,,6.7,Shamkya,,Duplicate of(T2-TR10-012),trench,5.8,,12.5
2.31,An6,0.01,5,TRUE,10.45,3.78,,,,,,AN6/388,,23.5,Shamkya,,T2-TR10-002,trench,11,,2.7
2.72,An6,0.01,5,TRUE,11.4,5.61,,,,,,AN6/389,,16,Shamkya,,T2-TR10-003,trench,13.9,,5
3.13,An6,0.01,5,TRUE,5.64,6.3,,,,,,AN6/390,,1.8,Shamkya,,T2-TR10-004,trench,23.4,,6.8
3.21,An6,0.02,5,TRUE,10.45,6.51,,,,,,AN6/391,,17.5,Shamkya,,T2-TR10-005,trench,21.5,,6
2.75,An6,0.04,5,TRUE,7.17,6.7,,,,,,AN6/392,,11.9,Shamkya,,T2-TR10-006,trench,14.1,,8.3
3.3,An6,0.03,5,TRUE,8.39,7.33,,,,,,AN6/393,,33.9,Shamkya,,T2-TR10-007,trench,19.8,,8.5
2.68,An6,0.04,5,TRUE,9.28,7.7,,,,,,AN6/394,,9,Shamkya,,T2-TR10-008,trench,16.4,,5.1
3.37,An6,0.02,5,TRUE,8.99,7.09,,,,,,AN6/395,,34.8,Shamkya,,T2-TR10-009,trench,20.7,,6.3
1.14,An6,0.02,5,TRUE,10.4,5.77,,,,,,AN6/396,,11.2,Shamkya,,T2-TR10-010,trench,10.4,,3.2
1.03,An6,0.01,5,TRUE,10.4,7.08,,,,,,AN6/397,,9.2,Shamkya,,T2-TR10-011,trench,9.5,,7.8
0.68,An6,0.03,5,TRUE,11.8,6.17,,,,,,AN6/398,,6.5,Shamkya,,T2-TR10-012,trench,5.7,,14.3
0.51,An6,0.04,5,TRUE,8.39,5.56,,,,,,AN6/399,,7.5,Shamkya,,T2-TR10-013,trench,7.2,,4.8
0.16,An6,0.01,5,TRUE,0.19,0.23,,,,,,AN6/400,,4.8,Shamkya,,Blank,trench,0.1,,0.25
0.78,An6,0.03,5,TRUE,9.53,5.04,,,,,,AN6/401,,8.6,Shamkya,,T2-TR10-014,trench,7,,2.3
3.21,An6,0.04,5,TRUE,7.55,9.65,,,,,,AN6/402,,41.6,Shamkya,,T2-TR10-015,trench,24.3,,5.1
2.91,An6,0.02,5,TRUE,17.6,5.19,,,,,,AN6/403,,14.2,Shamkya,,T2-TR10-016,trench,16.2,,3.1
2.96,An6,0.02,5,TRUE,16.95,4.79,,,,,,AN6/404,,6.2,Shamkya,,T2-TR10-017,trench,16,,3.7
2.68,An6,0.02,5,TRUE,15.6,4.74,,,,,,AN6/405,,10.2,Shamkya,,T2-TR10-018,trench,12.3,,3.3
3.71,An6,0.01,5,TRUE,10.9,4.5,,,,,,AN6/406,,18,Shamkya,,T2-TR10-019,trench,16.9,,3.2
3.67,An6,0.01,5,TRUE,13.5,5.43,,,,,,AN6/407,,8,Shamkya,,T2-TR10-020,trench,28.8,,4
3.5,An6,0.01,5,TRUE,13.4,5.17,,,,,,AN6/408,,2.7,Shamkya,,T2-TR10-021,trench,28.4,,3.6
3.53,An6,0.01,5,TRUE,15.25,5.02,,,,,,AN6/409,,2.9,Shamkya,,T2-TR10-022,trench,25.3,,3.5
3.16,An6,0.01,5,TRUE,10.8,5.01,,,,,,AN6/410,,21.7,Shamkya,,T2-T11-001,trench,16.2,,4.5
3.06,An6,0.01,5,TRUE,13.75,5.43,,,,,,AN6/411,,22,Shamkya,,T2-T11-002,trench,20.3,,4.4
2.89,An6,0.01,5,TRUE,12.75,6.22,,,,,,AN6/412,,29.9,Shamkya,,T2-T11-003,trench,16.7,,4.5
0.82,An6,0.04,5,TRUE,7.01,2.77,,,,,,AN6/413,,11.4,Shamkya,,Duplicate of(T2-T11-007),trench,3.4,,3.9
2.16,An6,0.01,5,TRUE,7.89,3.59,,,,,,AN6/414,,20.1,Shamkya,,T2-T11-004,trench,5.9,,4.1
3.53,An6,0.01,5,TRUE,13.4,5.68,,,,,,AN6/415,,76.4,Shamkya,,T2-T11-005,trench,17.9,,3.5
2.55,An6,0.02,5,TRUE,19.45,4.3,,,,,,AN6/416,,55.5,Shamkya,,T2-T11-006,trench,12.9,,2.9
0.75,An6,0.03,5,TRUE,7.4,2.64,,,,,,AN6/417,,10.4,Shamkya,,T2-T11-007,trench,3.3,,4
0.19,An6,0.01,5,TRUE,0.07,0.21,,,,,,AN6/418,,7.4,Shamkya,,Blank,trench,0.1,,0.25
1.49,An6,0.01,5,TRUE,8.9,3.97,,,,,,AN6/419,,20.1,Shamkya,,T2-T11-008,trench,7.2,,2.8
2.54,An6,0.01,5,TRUE,14.95,3.45,,,,,,AN6/420,,18.7,Shamkya,,T2-T11-009,trench,26.2,,1.7
1.68,An6,0.01,5,TRUE,11.55,3.86,,,,,,AN6/421,,17.1,Shamkya,,T2-T11-010,trench,11.6,,2.2
1.03,An6,0.01,5,TRUE,6.64,4.54,,,,,,AN6/422,,12.7,Shamkya,,T2-T11-011,trench,4.4,,2.8
1.41,An6,0.02,5,TRUE,11.15,3.81,,,,,,AN6/423,,9.1,Shamkya,,T2-T11-012,trench,5.9,,2.4
2.13,An6,0.01,5,TRUE,11.65,6.8,,,,,,AN6/424,,13,Shamkya,,T2-T11-013,trench,11.4,,2
0.76,An6,0.02,5,TRUE,10.15,5.11,,,,,,AN6/425,,11,Shamkya,,T2-T11-014,trench,6.2,,3.8
0.49,An6,0.02,5,TRUE,6.13,4.62,,,,,,AN6/426,,7.2,Shamkya,,T2-T11-015,trench,3.5,,2.7
1.22,An6,0.03,5,TRUE,11,4.59,,,,,,AN6/427,,10.6,Shamkya,,T2-T11-016,trench,5.4,,2.8
1.93,An6,0.02,5,TRUE,16.65,3.91,,,,,,AN6/428,,7.7,Shamkya,,T2-T11-017,trench,12.4,,4
2.91,An6,0.01,5,TRUE,12.95,3.96,,,,,,AN6/429,,41.8,Shamkya,,T2-T11-018,trench,10.6,,3.1
2.77,An6,0.01,5,TRUE,13.05,3.81,,,,,,AN6/430,,34.8,Shamkya,,T2-T11-019,trench,10.8,,2.7
2.52,An6,0.01,5,TRUE,15.35,3.72,,,,,,AN6/431,,25.9,Shamkya,,T2-T11-020,trench,12,,3.7
0.63,An6,0.01,5,TRUE,0.86,1.17,,,,,,AN6/432,,25.9,Shamkya,,T2-T11-021,trench,2,,1.5
0.28,An6,0.01,5,TRUE,0.56,0.81,,,,,,AN6/433,,4.7,Shamkya,,T2-T11-022,trench,0.7,,1.3
0.71,An6,0.01,5,TRUE,23.8,1.61,,,,,,AN6/434,,4.8,Shamkya,,T2-TR12-001,trench,3.9,,1.3
0.67,An6,0.01,5,TRUE,2.48,2.68,,,,,,AN6/435,,5.4,Shamkya,,Duplicate of(T2-TR13-007),trench,2.4,,1.2
0.19,An6,0.01,5,TRUE,0.15,0.36,,,,,,AN6/436,,6.7,Shamkya,,Blank,trench,0.2,,0.25
2.16,An6,0.01,5,TRUE,17.2,3.26,,,,,,AN6/437,,15.8,Shamkya,,T2-TR12-002,trench,9.7,,3.1
2.84,An6,0.01,5,TRUE,13.85,3.69,,,,,,AN6/438,,22.4,Shamkya,,T2-TR12-003,trench,12.4,,4.2
2.36,An6,0.01,5,TRUE,13.35,4.89,,,,,,AN6/439,,55.5,Shamkya,,T2-TR12-004,trench,10.1,,2.9
2.25,An6,0.01,5,TRUE,16.15,6.55,,,,,,AN6/440,,43.2,Shamkya,,T2-TR12-005,trench,13.3,,2
2.35,An6,0.01,5,TRUE,3.05,3.97,,,,,,AN6/441,,68.9,Shamkya,,T2-TR12-006,trench,8,,4.4
1.36,An6,0.01,5,TRUE,4.29,3.87,,,,,,AN6/442,,37.9,Shamkya,,T2-TR12-007,trench,8.5,,1.4
0.71,An6,0.01,5,TRUE,9.55,4.28,,,,,,AN6/443,,9.9,Shamkya,,T2-TR12-008,trench,7.7,,2.2
0.59,An6,0.02,5,TRUE,11,3.39,,,,,,AN6/444,,8.3,Shamkya,,T2-TR12-009,trench,3.6,,3.1
0.35,An6,0.01,5,TRUE,1.65,1.01,,,,,,AN6/445,,4,Shamkya,,T2-TR12-010,trench,1.4,,2.1
0.35,An6,0.01,5,TRUE,3.9,0.74,,,,,,AN6/446,,3.1,Shamkya,,T2-TR12-011,trench,1.1,,1.7
0.65,An6,0.01,10,TRUE,9.34,1.2,,,,,,AN6/447,,3.9,Shamkya,,T2-TR12-012,trench,2.6,,1.4
2.64,An6,0.01,5,TRUE,15.4,4,,,,,,AN6/448,,3.7,Shamkya,,T2-TR12-013,trench,14.3,,4
3.03,An6,0.01,5,TRUE,13.5,4.73,,,,,,AN6/449,,1.5,Shamkya,,T2-TR12-014,trench,18.1,,4.4
2.78,An6,0.01,5,TRUE,12.95,4.91,,,,,,AN6/450,,4.2,Shamkya,,T2-TR12-015,trench,16.1,,5.1
3.09,An6,0.01,5,TRUE,7.88,5.01,,,,,,AN6/451,,7.9,Shamkya,,T2-TR13-004,trench,11,,2.7
4.75,An6,0.01,5,TRUE,3.51,7.83,,,,,,AN6/452,,6.3,Shamkya,,T2-TR13-005,trench,20.3,,1.5
4.01,An6,0.01,5,TRUE,3.23,6.89,,,,,,AN6/453,,8.1,Shamkya,,T2-TR13-006,trench,14.8,,1.4
0.76,An6,0.01,5,TRUE,2.71,3.01,,,,,,AN6/454,,5.8,Shamkya,,T2-TR13-007,trench,2.6,,1.2
0.42,An6,0.01,5,TRUE,3.42,1.32,,,,,,AN6/455,,6.2,Shamkya,,T2-TR13-008,trench,1.2,,1.7
1.4,An6,0.01,5,TRUE,2.02,4.44,,,,,,AN6/456,,13.1,Shamkya,,T2-TR13-009,trench,4.6,,3.5
0.54,An6,0.01,5,TRUE,5.83,3.8,,,,,,AN6/457,,6.6,Shamkya,,Duplicate of(T2-TR14-025),trench,3.4,,3.2
0.18,An6,0.01,5,TRUE,0.15,0.3,,,,,,AN6/458,,6.1,Shamkya,,Blank,trench,0.1,,0.25
0.7,An6,0.01,5,TRUE,0.71,1.25,,,,,,AN6/459,,5.3,Shamkya,,T2-TR13-010,trench,0.9,,0.9
0.52,An6,0.01,5,TRUE,0.3,1.02,,,,,,AN6/460,,6,Shamkya,,T2-TR13-011,trench,0.9,,0.9
0.32,An6,0.01,5,TRUE,0.15,0.74,,,,,,AN6/461,,3.2,Shamkya,,T2-TR13-012,trench,0.4,,0.25
0.42,An6,0.01,5,TRUE,0.25,0.86,,,,,,AN6/462,,4.2,Shamkya,,T2-TR13-013,trench,0.6,,0.7
0.54,An6,0.01,5,TRUE,1.9,0.87,,,,,,AN6/463,,5,Shamkya,,T2-TR13-014,trench,0.9,,0.5
2.01,An6,0.01,5,TRUE,5.08,2.91,,,,,,AN6/464,,8.7,Shamkya,,T2-TR14-002,trench,14.5,,3.1
